PMID,Diseases,GeneSymbol,EntrezGene
25481760,HPV Positive Head and Neck Cancer>MESH:D006258,KRTDAP,388533
25481760,HPV Positive Head and Neck Cancer>MESH:D006258,HMOX1,3162
25481760,HPV Positive Head and Neck Cancer>MESH:D006258,KRT19,3880
25481760,HPV Positive Head and Neck Cancer>MESH:D006258,MDK,4192
25481760,HPV Positive Head and Neck Cancer>MESH:D006258,TSPAN1,10103
14676830,hypopharyngeal cancer>MESH:D007012,EIF4G1,1981
14676830,hypopharyngeal cancer>MESH:D007012,DVL3,1857
14676830,hypopharyngeal cancer>MESH:D007012,EPHB4,2050
14676830,hypopharyngeal cancer>MESH:D007012,MCM7,4176
14676830,hypopharyngeal cancer>MESH:D007012,BRMS1,25855
14676830,hypopharyngeal cancer>MESH:D007012,SART1,9092
16788763,hypopharyngeal cancer>MESH:D007012,Galectin 7,3963
16788763,hypopharyngeal cancer>MESH:D007012,galectin 7,3963
16788763,hypopharyngeal cancer>MESH:D007012,galectins 1 and 3,3956;3958
16788763,hypopharyngeal cancer>MESH:D007012,galectin 3,3958
16788763,hypopharyngeal cancer>MESH:D007012,galectin 1,3956
29271789,Hypopharyngeal Cancer>MESH:D007012,PD-L1,29126
29271789,Hypopharyngeal Cancer>MESH:D007012,PD-L2,80380
29271789,Hypopharyngeal Cancer>MESH:D007012,PD-1,5133
29271789,Hypopharyngeal Cancer>MESH:D007012,CTLA-4,1493
26755529,Hypoxia>MESH:D000860,CD44,960
26755529,Hypoxia>MESH:D000860,SLC3A2,6520
30941987,laryngeal carcinoma>MESH:D007822,miRNA-195,406971
30941987,laryngeal carcinoma>MESH:D007822,microRNA (miRNA)-195,406971
30941987,laryngeal carcinoma>MESH:D007822,MiRNA-195,406971
29443735,laryngeal squamous cell carcinoma>MESH:D002294,CCND1,595
29443735,laryngeal squamous cell carcinoma>MESH:D002294,RAF1,5894
29443735,laryngeal squamous cell carcinoma>MESH:D002294,RB1,5925
29443735,laryngeal squamous cell carcinoma>MESH:D002294,SMAD2,4087
29443735,laryngeal squamous cell carcinoma>MESH:D002294,LATS1,9113
29443735,laryngeal squamous cell carcinoma>MESH:D002294,TP53BP2,7159
30088263,lung and liver cancer>MESH:D008175,XRCC1,7515
30088263,lung and liver cancer>MESH:D008175,ALDH2,217
30088263,lung and liver cancer>MESH:D008175,aldehyde dehydrogenase 2,217
21154228,malignant behavior of head and neck cancer>MESH:D006258,N-cadherin,1000
21154228,malignant behavior of head and neck cancer>MESH:D006258,E-cadherin,999
28938850,metastases>MESH:D009362,CD73,4907
24190760,metastases>MESH:D009362,SCC,6317
16365219,metastases>MESH:D009362,LYVE-1,10894
29909422,Metastasis in Esophageal Squamous Cell Carcinoma>MESH:C562729,Transcription Factor 21,6943
29909422,Metastasis in Esophageal Squamous Cell Carcinoma>MESH:C562729,TCF21,6943
29909422,Metastasis in Esophageal Squamous Cell Carcinoma>MESH:C562729,Transcription factor 21,6943
29909422,Metastasis in Esophageal Squamous Cell Carcinoma>MESH:C562729,Kiss-1,3814
29909422,Metastasis in Esophageal Squamous Cell Carcinoma>MESH:C562729,E-cadherin,999
29909422,Metastasis in Esophageal Squamous Cell Carcinoma>MESH:C562729,N-cadherin,1000
29909422,Metastasis in Esophageal Squamous Cell Carcinoma>MESH:C562729,Snail,6615
29909422,Metastasis in Esophageal Squamous Cell Carcinoma>MESH:C562729,Vimentin,7431
28602571,metastasis>MESH:D009362,neuropilin 2,8828
28602571,metastasis>MESH:D009362,Neuropilin 2,8828
28602571,metastasis>MESH:D009362,Nrp2,8828
28602571,metastasis>MESH:D009362,cT1,1489
28602571,metastasis>MESH:D009362,vascular endothelial growth factor C,7424
28602571,metastasis>MESH:D009362,VEGFC,7424
28602571,metastasis>MESH:D009362,vascular endothelial growth factor receptor 3,2324
28602571,metastasis>MESH:D009362,VEGFR3,2324
28602571,metastasis>MESH:D009362,semaphorin 3F,6405
28602571,metastasis>MESH:D009362,Sema3F,6405
28669249,mobile tongue cancer>MESH:D014062,p16,1029
28669249,mobile tongue cancer>MESH:D014062,E6 and E7,25479186
31185387,neck cancer>MESH:D006258,p16,1029
20388242,neck cancer>MESH:D006258,carbonic anhydrase 9,768
30302873,neck cancer>MESH:D006258,epiregulin,2069
30302873,neck cancer>MESH:D006258,amphiregulin,374
30302873,neck cancer>MESH:D006258,EREG,2069
30302873,neck cancer>MESH:D006258,AREG,374
29103754,neck cancer>MESH:D006258,c-MET,4233
29103754,neck cancer>MESH:D006258,hepatocyte growth factor,3082
29103754,neck cancer>MESH:D006258,HGF,3082
29103754,neck cancer>MESH:D006258,p16,1029
29103754,neck cancer>MESH:D006258,epidermal growth factor receptor,1956
29103754,neck cancer>MESH:D006258,EGFR,1956
26821349,neck cancer>MESH:D006258,EGFR,1956
26821349,neck cancer>MESH:D006258,TYMS,7298
30257458,neck cancers>MESH:D006258,PKM2,5315
30257458,neck cancers>MESH:D006258,PKM,5315
28241096,neck squamous cell cancer>MESH:D018307,p16,1029
25503184,neck squamous cell cancer>MESH:D018307,MMP1, -2, and -9,4312;4313;4318
25503184,neck squamous cell cancer>MESH:D018307,MMP1,4312
25503184,neck squamous cell cancer>MESH:D018307,MMP2,4313
25503184,neck squamous cell cancer>MESH:D018307,MMP9,4318
25503184,neck squamous cell cancer>MESH:D018307,P16,1029
25503184,neck squamous cell cancer>MESH:D018307,MMPs,4312;4313;4318
25503184,neck squamous cell cancer>MESH:D018307,p16,1029
29306329,neck squamous cell cancer>MESH:D018307,KEAP1,9817
29306329,neck squamous cell cancer>MESH:D018307,NRF2,4780
29306329,neck squamous cell cancer>MESH:D018307,CUL3,8452
29306329,neck squamous cell cancer>MESH:D018307,Kelch-like ECH-associated protein 1,9817
29306329,neck squamous cell cancer>MESH:D018307,nuclear factor erythroid 2 like 2,4780
29306329,neck squamous cell cancer>MESH:D018307,cullin 3,8452
28006059,Neck Squamous Cell Cancer>MESH:D018307,KRAS,3845
28006059,Neck Squamous Cell Cancer>MESH:D018307,KRAS,24525
28006059,Neck Squamous Cell Cancer>MESH:D018307,p16,25163
28006059,Neck Squamous Cell Cancer>MESH:D018307,transforming growth factor b1,59086
28006059,Neck Squamous Cell Cancer>MESH:D018307,TGF-b1,59086
28006059,Neck Squamous Cell Cancer>MESH:D018307,p16,1029
28006059,Neck Squamous Cell Cancer>MESH:D018307,TGF-b1,7040
20073073,neck squamous cell carcinoma cancer>MESH:D018307,aldehyde dehydrogenase,11670
20073073,neck squamous cell carcinoma cancer>MESH:D018307,CD44,12505
20073073,neck squamous cell carcinoma cancer>MESH:D018307,ALDH,11670
28061796,neck squamous cell carcinoma metastasis>MESH:C535575,TRIM24,8805
28061796,neck squamous cell carcinoma metastasis>MESH:C535575,DDX58,23586
28061796,neck squamous cell carcinoma metastasis>MESH:C535575,GLUT4,6517
28061796,neck squamous cell carcinoma metastasis>MESH:C535575,tripartite motif-containing 24,8805
22674298,neck squamous cell carcinoma>MESH:C535575,LL37,820
29355614,neck squamous cell carcinoma>MESH:C535575,PD1,5133
29355614,neck squamous cell carcinoma>MESH:C535575,PD-L1,29126
29355614,neck squamous cell carcinoma>MESH:C535575,CTLA-4,1493
29355614,neck squamous cell carcinoma>MESH:C535575,IDO-1,3620
29355614,neck squamous cell carcinoma>MESH:C535575,PD-L2,80380
29355614,neck squamous cell carcinoma>MESH:C535575,interferon-gamma,3458
30259648,neck squamous cell carcinoma>MESH:C535575,APRT,353
30259648,neck squamous cell carcinoma>MESH:C535575,CENPBD1,92806
30259648,neck squamous cell carcinoma>MESH:C535575,CHMP1A,5119
30259648,neck squamous cell carcinoma>MESH:C535575,GALNS,2588
30259648,neck squamous cell carcinoma>MESH:C535575,EGFR,1956
30259648,neck squamous cell carcinoma>MESH:C535575,mTOR,2475
30900950,neck squamous cell carcinoma>MESH:C535575,HMGA2,8091
29847156,neck squamous cell carcinoma>MESH:C535575,Stathmin 1,3925
29847156,neck squamous cell carcinoma>MESH:C535575,Stathmin 1 and Serine 38 phospho-Stathmin 1,3925
29847156,neck squamous cell carcinoma>MESH:C535575,PD-L1,29126
29847156,neck squamous cell carcinoma>MESH:C535575,TIM3,84868
29847156,neck squamous cell carcinoma>MESH:C535575,VISTA,64115
29847156,neck squamous cell carcinoma>MESH:C535575,LAG-3,3902
29847156,neck squamous cell carcinoma>MESH:C535575,STAT3,6774
18337622,neck squamous cell carcinoma>MESH:C535575,HER-2,2064
18337622,neck squamous cell carcinoma>MESH:C535575,epidermal growth factor receptor,1956
18337622,neck squamous cell carcinoma>MESH:C535575,EGFR,1956
29079308,necrosis>MESH:D009336,CA-IX,768
29079308,necrosis>MESH:D009336,CA IX,768
29079308,necrosis>MESH:D009336,p16,1029
30194691,oral cancer>MESH:D009062,Cox,1351
18203649,oral cancer>MESH:D009062,CEA,1084
18203649,oral cancer>MESH:D009062,CK 19,3880
18203649,oral cancer>MESH:D009062,CK 18,3875
18203649,oral cancer>MESH:D009062,TPA,5327
18203649,oral cancer>MESH:D009062,CK 8,3856
25640063,oral cancer>MESH:D009062,CD44,960
27739364,Oral Cancer>MESH:D009062,miRNA 21,406991
25608735,oral cavity cancer>MESH:D009062,TNM,10178
28645807,oral cavity cancer>MESH:D009062,ERCC1,2067
28645807,oral cavity cancer>MESH:D009062,Excision repair cross complement group 1,2067
29890464,oral squamous cell carcinoma>MESH:D002294,ZNF750,79755
29890464,oral squamous cell carcinoma>MESH:D002294,zinc finger protein 750,79755
29890464,oral squamous cell carcinoma>MESH:D002294,angiogenin,283
29890464,oral squamous cell carcinoma>MESH:D002294,vascular endothelial growth factor,7422
29890464,oral squamous cell carcinoma>MESH:D002294,VEGF,7422
29890464,oral squamous cell carcinoma>MESH:D002294,prolyl hydroxylase 2,54583
29890464,oral squamous cell carcinoma>MESH:D002294,PHD2,54583
29890464,oral squamous cell carcinoma>MESH:D002294,RGS5,8490
29890464,oral squamous cell carcinoma>MESH:D002294,integrin A5,3678
29890464,oral squamous cell carcinoma>MESH:D002294,ITGA5,3678
29890464,oral squamous cell carcinoma>MESH:D002294,integrin B1,3688
29890464,oral squamous cell carcinoma>MESH:D002294,ITGB1,3688
29890464,oral squamous cell carcinoma>MESH:D002294,CD44,960
29890464,oral squamous cell carcinoma>MESH:D002294,PDGFB,5155
29580248,oral squamous cell carcinoma>MESH:D002294,IFI27,3429
29580248,oral squamous cell carcinoma>MESH:D002294,Annexin V,308
29660835,oral squamous cell carcinoma>MESH:D002294,PDGFRA,5156
29660835,oral squamous cell carcinoma>MESH:D002294,EGFR,1956
29660835,oral squamous cell carcinoma>MESH:D002294,SCC,6317
30654595,Oral Squamous Cell Carcinoma>MESH:D002294,Carbonic Anhydrase 9,768
30654595,Oral Squamous Cell Carcinoma>MESH:D002294,CAIX,768
30654595,Oral Squamous Cell Carcinoma>MESH:D002294,Carbonic anhydrase 9,768
30654595,Oral Squamous Cell Carcinoma>MESH:D002294,hypoxia-inducible factor 1,3091
30654595,Oral Squamous Cell Carcinoma>MESH:D002294,HIF1,3091
30654595,Oral Squamous Cell Carcinoma>MESH:D002294,HIF1alpha,3091
30654595,Oral Squamous Cell Carcinoma>MESH:D002294,CA9,768
26242444,Oral Squamous Cell Carcinoma>MESH:D002294,Transgelin,6876
26242444,Oral Squamous Cell Carcinoma>MESH:D002294,transgelin,6876
30770730,OSCC>MESH:D002294,LGR5,8549
30770730,OSCC>MESH:D002294,leucine-rich, repeat-containing G protein-coupled receptor 5,8549
30770730,OSCC>MESH:D002294,LGR5Delta5,8549
8914904,retinoblastoma>MESH:D012175,p53,7157
31131495,sarcomas>MESH:D012509,PARP1,142
31131495,sarcomas>MESH:D012509,Poly(ADP-ribose) polymerase-1,142
31131495,sarcomas>MESH:D012509,PARP,142
18629582,squamous cell cancer>MESH:D018307,Osteopontin,6696
18629582,squamous cell cancer>MESH:D018307,osteopontin,6696
18629582,squamous cell cancer>MESH:D018307,OPN,6696
30260023,squamous cell carcinoma>MESH:D002294,bridging integrator 1,274
30260023,squamous cell carcinoma>MESH:D002294,BIN1,274
30260023,squamous cell carcinoma>MESH:D002294,HN4,100463285
30260023,squamous cell carcinoma>MESH:D002294,HN6,100463482
30260023,squamous cell carcinoma>MESH:D002294,miR-211,406993
30260023,squamous cell carcinoma>MESH:D002294,EGFR,1956
28708206,squamous cell carcinoma>MESH:D002294,IQGAP1,8826
28708206,squamous cell carcinoma>MESH:D002294,IQ-domain GTPase-activating protein 1,8826
28665450,squamous cell carcinoma>MESH:D002294,MYO5C,55930
30551455,squamous cell carcinoma>MESH:D002294,JMJD5,79831
30551455,squamous cell carcinoma>MESH:D002294,p53,7157
30551455,squamous cell carcinoma>MESH:D002294,NF-kappaB,4790
30551455,squamous cell carcinoma>MESH:D002294,Jumonji-C (JmjC) domain-containing protein 5,79831
30551455,squamous cell carcinoma>MESH:D002294,KDM8,79831
30551455,squamous cell carcinoma>MESH:D002294,E-cadherin,999
30551455,squamous cell carcinoma>MESH:D002294,N-cadherin,1000
30551455,squamous cell carcinoma>MESH:D002294,Vimentin,7431
30551455,squamous cell carcinoma>MESH:D002294,Caspase-8/-9/-3,841;842;836
30551455,squamous cell carcinoma>MESH:D002294,PARP,142
30551455,squamous cell carcinoma>MESH:D002294,nuclear factor-kappaB,4790
30551455,squamous cell carcinoma>MESH:D002294,cleaved Caspase-3 and poly (ADP-ribose) polymerase-1,142
30551455,squamous cell carcinoma>MESH:D002294,PARP-1,142
29703252,squamous cell carcinoma>MESH:D002294,SLC22A23,63027
29703252,squamous cell carcinoma>MESH:D002294,solute carrier family 22, member 23,63027
29210145,Squamous cell carcinoma>MESH:D002294,p16,1029
28831179,Squamous Cell Carcinoma>MESH:D002294,Thymosin Beta-4 X-Linked,7114
28831179,Squamous Cell Carcinoma>MESH:D002294,thymosin beta-4 X-linked,7114
28831179,Squamous Cell Carcinoma>MESH:D002294,TMSB4X,7114
29281558,Squamous Cell Carcinoma>MESH:D002294,CEBPA-AS1,80054
29281558,Squamous Cell Carcinoma>MESH:D002294,CEBPA,1050
29281558,Squamous Cell Carcinoma>MESH:D002294,Bcl2,596
29491058,Squamous Cell Carcinoma>MESH:D002294,SERPINB3,6317
29491058,Squamous Cell Carcinoma>MESH:D002294,SERPINB3/B4,6317
29096401,stemness of head and neck squamous cell carcinoma>MESH:C535575,Inhibitor of DNA binding 2,3398
29096401,stemness of head and neck squamous cell carcinoma>MESH:C535575,inhibitor of DNA binding 2,3398
29096401,stemness of head and neck squamous cell carcinoma>MESH:C535575,Id2,3398
29096401,stemness of head and neck squamous cell carcinoma>MESH:C535575,CD44,960
31012438,Thyroid Cancer>MESH:D013964,ZFAS1,441951
31012438,Thyroid Cancer>MESH:D013964,ZNFX1 antisense RNA 1,441951;57169
30745559,Thyroid Cancer>MESH:D013964,OPCML-IT1,100874333
30745559,Thyroid Cancer>MESH:D013964,miR-184,406960
30897754,Thyroid Cancers>MESH:D013964,PD-L1,29126
11735811,tongue cancer>MESH:D014062,PTEN,5728
21339350,toxicity>MESH:D064420,Cox,1351
19028277,tumor hypoxia>MESH:D000860,hypoxia-inducible factor-1alpha,3091
19028277,tumor hypoxia>MESH:D000860,HIF-1alpha,3091
20187102,tumor hypoxia>MESH:D000860,hsa-miR-21,406991
20187102,tumor hypoxia>MESH:D000860,hsa-miR-10b,406903
20187102,tumor hypoxia>MESH:D000860,TWIST1,7291
20187102,tumor hypoxia>MESH:D000860,carbonic anhydrase 9,768
28815787,tumor microemboli>MESH:D009369,transforming growth factor-b,7040
28815787,tumor microemboli>MESH:D009369,TGF-b,7040
28815787,tumor microemboli>MESH:D009369,CTM1,135927
28815787,tumor microemboli>MESH:D009369,CTM1/2,135927
26779534,tumor>MESH:D009369,MCT4,9123
26779534,tumor>MESH:D009369,CD147,682
26779534,tumor>MESH:D009369,MCT1,6566
29235112,tumor>MESH:D009369,Heat shock protein 70,3308
29235112,tumor>MESH:D009369,DKTK-ROG,27033
29235112,tumor>MESH:D009369,heat shock protein 70,3308
29235112,tumor>MESH:D009369,Hsp70,3308
29235112,tumor>MESH:D009369,CD56,4684
29235112,tumor>MESH:D009369,p16,1029
29235112,tumor>MESH:D009369,p53,7157
26504802,tumor>MESH:D009369,E-cadherin,999
24337411,tumor>MESH:D009369,nucleolar protein 4,8715
24337411,tumor>MESH:D009369,NOL4,8715
24337411,tumor>MESH:D009369,iroquois homeobox 1,79192
24337411,tumor>MESH:D009369,IRX1,79192
24337411,tumor>MESH:D009369,SLC5A8,160728
24337411,tumor>MESH:D009369,LRRC3B,116135
24337411,tumor>MESH:D009369,FUSSEL18,652991
24337411,tumor>MESH:D009369,EBF3,253738
24337411,tumor>MESH:D009369,GBX2,2637
24337411,tumor>MESH:D009369,HMX2,3167
24337411,tumor>MESH:D009369,SEPT9,10801
24337411,tumor>MESH:D009369,ALX3,257
24337411,tumor>MESH:D009369,SOCS3,9021
24337411,tumor>MESH:D009369,LHX6,26468
23625795,tumor>MESH:D009369,parathyroid hormone-related peptide,5744
23625795,tumor>MESH:D009369,PTHrP,5744
23625795,tumor>MESH:D009369,tumor-associated calcium signal transducer 1,4072
23625795,tumor>MESH:D009369,TACSTD1,4072
24565202,tumor>MESH:D009369,p53,7157
24565202,tumor>MESH:D009369,p53,7157
27027429,tumor>MESH:D009369,p16,1029
27027429,tumor>MESH:D009369,RASSF1A,11186
27027429,tumor>MESH:D009369,E-cadherin,999
27027429,tumor>MESH:D009369,MGMT,4255
27027429,tumor>MESH:D009369,DAPK,1612
27027429,tumor>MESH:D009369,DCC,1630
27027429,tumor>MESH:D009369,COL1A2,1278
27027429,tumor>MESH:D009369,TAC1,6863
27027429,tumor>MESH:D009369,GALR1,2587
30683902,tumor>MESH:D009369,Fibroblast activation protein,2191
30683902,tumor>MESH:D009369,CCL2,6347
30683902,tumor>MESH:D009369,interleukin-6,3569
30683902,tumor>MESH:D009369,CAF,8850
30683902,tumor>MESH:D009369,fibroblast activation protein,2191
30683902,tumor>MESH:D009369,FAP,2191
30683902,tumor>MESH:D009369,Interleukin-6,3569
30683902,tumor>MESH:D009369,CXCL8,3576
30683902,tumor>MESH:D009369,PTEN,5728
30683902,tumor>MESH:D009369,Akt,207
30683902,tumor>MESH:D009369,MEK,5609
30683902,tumor>MESH:D009369,Erk,5594
30683902,tumor>MESH:D009369,beta-catenin,1499
20878118,tumor>MESH:D009369,Aspartyl/Asparaginyl beta-hydroxylase,444
20878118,tumor>MESH:D009369,HAAH,444
29898384,tumor>MESH:D009369,Myosin,79784
29898384,tumor>MESH:D009369,myosin,79784
29898384,tumor>MESH:D009369,Snail,6615
29898384,tumor>MESH:D009369,Akt2,208
29898384,tumor>MESH:D009369,vimentin,7431
29898384,tumor>MESH:D009369,E-cadherin,999
30431444,tumor>MESH:D009369,beta-catenin,1499
30431444,tumor>MESH:D009369,miR-200c,406985
30431444,tumor>MESH:D009369,DACH1,1602
29865037,tumor>MESH:D009369,protocadherin8,5100
29865037,tumor>MESH:D009369,Protocadherin8,5100
29865037,tumor>MESH:D009369,PCDH8,5100
30217224,tumor>MESH:D009369,TIPE3,388121
30217224,tumor>MESH:D009369,tumor necrosis factor-alpha-induced protein 8 like 3,388121
23078850,tumor>MESH:D009369,OC2,9480
23078850,tumor>MESH:D009369,fucosyltransferase 8,2530
23078850,tumor>MESH:D009369,CD147,682
20060357,tumor>MESH:D009369,GSTM1,2944
26544568,Tumors>MESH:D009369,ZNF14,7561
26544568,Tumors>MESH:D009369,ZNF160,90338
26544568,Tumors>MESH:D009369,ZNF420,147923
26544568,Tumors>MESH:D009369,ZNF,284390
