"","P-value","NA"
"9163",NA,NA
"9164",NA,NA
"9165",NA,NA
"9166",NA,NA
"9167",NA,NA
"9168",NA,NA
"9169",NA,NA
"9170",NA,NA
"9171",NA,NA
"9172",NA,NA
"9173",NA,NA
"9174",NA,NA
"9175",NA,NA
"9176",NA,NA
"9177",NA,NA
"9178",NA,NA
"9179",NA,NA
"9180",NA,NA
"9181",NA,NA
"9182",NA,NA
"9183",NA,NA
"9184",NA,NA
"9185",NA,NA
"9186",NA,NA
"9187",NA,NA
"9188",NA,NA
"9189",NA,NA
"9190",NA,NA
"9191",NA,NA
"9192",NA,NA
"9193",NA,NA
"9194",NA,NA
"9195",NA,NA
"9196",NA,NA
"9197",NA,NA
"9198",NA,NA
"9199",NA,NA
"9200",NA,NA
"9201",NA,NA
"9202",NA,NA
"9203",NA,NA
"9204",NA,NA
"9205",NA,NA
"9206",NA,NA
"9207",NA,NA
"9208",NA,NA
"9209",NA,NA
"9210",NA,NA
"9211",NA,NA
"9212",NA,NA
"9213",NA,NA
"9214",NA,NA
"9215",NA,NA
"9216",NA,NA
"9217",NA,NA
"9218",NA,NA
"9219",NA,NA
"9220",NA,NA
"9221",NA,NA
"9222",NA,NA
"9223",NA,NA
"9224",NA,NA
"9225",NA,NA
"9226",NA,NA
"9227",NA,NA
"9228",NA,NA
"9229",NA,NA
"9230",NA,NA
"9231",NA,NA
"9232",NA,NA
"9233",NA,NA
"9234",NA,NA
"9235",NA,NA
"9236",NA,NA
"9237",NA,NA
"9238",NA,NA
"9239",NA,NA
"9240",NA,NA
"9241",NA,NA
"9242",NA,NA
"9243",NA,NA
"9244",NA,NA
"9245",NA,NA
"9246",NA,NA
"9247",NA,NA
"9248",NA,NA
"9249",NA,NA
"9250",NA,NA
"9251",NA,NA
"9252",NA,NA
"9253",NA,NA
"9254",NA,NA
"9255",NA,NA
"9256",NA,NA
"9257",NA,NA
"9258",NA,NA
"9259",NA,NA
"9260",NA,NA
"9261",NA,NA
"9262",NA,NA
"9263",NA,NA
"9264",NA,NA
"9265",NA,NA
"9266",NA,NA
"9267",NA,NA
"9268",NA,NA
"9269",NA,NA
"9270",NA,NA
"9271",NA,NA
"9272",NA,NA
"9273",NA,NA
"9274",NA,NA
"9275",NA,NA
"9276",NA,NA
"9277",NA,NA
"9278",NA,NA
"9279",NA,NA
"9280",NA,NA
"9281",NA,NA
"9282",NA,NA
"9283",NA,NA
"9284",NA,NA
"9285",NA,NA
"9286",NA,NA
"9287",NA,NA
"9288",NA,NA
"9289",NA,NA
"9290",NA,NA
"9291",NA,NA
"9292",NA,NA
"9293",NA,NA
"9294",NA,NA
"9295",NA,NA
"9296",NA,NA
"9297",NA,NA
"9298",NA,NA
"9299",NA,NA
"9300",NA,NA
"9301",NA,NA
"9302",NA,NA
"9303",NA,NA
"9304",NA,NA
"9305",NA,NA
"9306",NA,NA
"9307",NA,NA
"9308",NA,NA
"9309",NA,NA
"9310",NA,NA
"9311",NA,NA
"9312",NA,NA
"9313",NA,NA
"9314",NA,NA
"9315",NA,NA
"9316",NA,NA
"9317",NA,NA
"9318",NA,NA
"9319",NA,NA
"9320",NA,NA
"9321",NA,NA
"9322",NA,NA
"9323",NA,NA
"9324",NA,NA
"9325",NA,NA
"9326",NA,NA
"9327",NA,NA
"9328",NA,NA
"9329",NA,NA
"9330",NA,NA
"9331",NA,NA
"9332",NA,NA
"9333",NA,NA
"9334",NA,NA
"9335",NA,NA
"9336",NA,NA
"9337",NA,NA
"9338",NA,NA
"9339",NA,NA
"9340",NA,NA
"9341",NA,NA
"9342",NA,NA
"9343",NA,NA
"9344",NA,NA
"9345",NA,NA
"9346",NA,NA
"9347",NA,NA
"9348",NA,NA
"9349",NA,NA
"9350",NA,NA
"9351",NA,NA
"9352",NA,NA
"9353",NA,NA
"9354",NA,NA
"9355",NA,NA
"9356",NA,NA
"9357",NA,NA
"9358",NA,NA
"9359",NA,NA
"9360",NA,NA
"9361",NA,NA
"9362",NA,NA
"9363",NA,NA
"9364",NA,NA
"9365",NA,NA
"9366",NA,NA
"9367",NA,NA
"9368",NA,NA
"9369",NA,NA
"9370",NA,NA
"9371",NA,NA
"9372",NA,NA
"9373",NA,NA
"9374",NA,NA
"9375",NA,NA
"9376",NA,NA
"9377",NA,NA
"9378",NA,NA
"9379",NA,NA
"9380",NA,NA
"9381",NA,NA
"9382",NA,NA
"9383",NA,NA
"9384",NA,NA
"9385",NA,NA
"9386",NA,NA
"9387",NA,NA
"9388",NA,NA
"9389",NA,NA
"9390",NA,NA
"9391",NA,NA
"9392",NA,NA
"9393",NA,NA
"9394",NA,NA
"9395",NA,NA
"9396",NA,NA
"9397",NA,NA
"9398",NA,NA
"9399",NA,NA
"9400",NA,NA
"9401",NA,NA
"9402",NA,NA
"9403",NA,NA
"9404",NA,NA
"9405",NA,NA
"9406",NA,NA
"9407",NA,NA
"9408",NA,NA
"9409",NA,NA
"9410",NA,NA
"9411",NA,NA
"9412",NA,NA
"9413",NA,NA
"9414",NA,NA
"9415",NA,NA
"9416",NA,NA
"9417",NA,NA
"9418",NA,NA
"9419",NA,NA
"9420",NA,NA
"9421",NA,NA
"9422",NA,NA
"9423",NA,NA
"9424",NA,NA
"9425",NA,NA
"9426",NA,NA
"9427",NA,NA
"9428",NA,NA
"9429",NA,NA
"9430",NA,NA
"9431",NA,NA
"9432",NA,NA
"9433",NA,NA
"9434",NA,NA
"9435",NA,NA
"9436",NA,NA
"9437",NA,NA
"9438",NA,NA
"9439",NA,NA
"9440",NA,NA
"9441",NA,NA
"9442",NA,NA
"9443",NA,NA
"9444",NA,NA
"9445",NA,NA
"9446",NA,NA
"9447",NA,NA
"9448",NA,NA
"9449",NA,NA
"9450",NA,NA
"9451",NA,NA
"9452",NA,NA
"9453",NA,NA
"9454",NA,NA
"9455",NA,NA
"9456",NA,NA
"9457",NA,NA
"9458",NA,NA
"9459",NA,NA
"9460",NA,NA
"9461",NA,NA
"9462",NA,NA
"9463",NA,NA
"9464",NA,NA
"9465",NA,NA
"9466",NA,NA
"9467",NA,NA
"9468",NA,NA
"9469",NA,NA
"9470",NA,NA
"9471",NA,NA
"9472",NA,NA
"9473",NA,NA
"9474",NA,NA
"9475",NA,NA
"9476",NA,NA
"9477",NA,NA
"9478",NA,NA
"9479",NA,NA
"9480",NA,NA
"9481",NA,NA
"9482",NA,NA
"9483",NA,NA
"9484",NA,NA
"9485",NA,NA
"9486",NA,NA
"9487",NA,NA
"9488",NA,NA
"9489",NA,NA
"9490",NA,NA
"9491",NA,NA
"9492",NA,NA
"9493",NA,NA
"9494",NA,NA
"9495",NA,NA
"9496",NA,NA
"9497",NA,NA
"9498",NA,NA
"9499",NA,NA
"9500",NA,NA
"9501",NA,NA
"9502",NA,NA
"9503",NA,NA
"9504",NA,NA
"9505",NA,NA
"9506",NA,NA
"9507",NA,NA
"9508",NA,NA
"9509",NA,NA
"9510",NA,NA
"9511",NA,NA
"9512",NA,NA
"9513",NA,NA
"9514",NA,NA
"9515",NA,NA
"9516",NA,NA
"9517",NA,NA
"9518",NA,NA
"9519",NA,NA
"9520",NA,NA
"9521",NA,NA
"9522",NA,NA
"9523",NA,NA
"9524",NA,NA
"9525",NA,NA
"9526",NA,NA
"9527",NA,NA
"9528",NA,NA
"9529",NA,NA
"9530",NA,NA
"9531",NA,NA
"9532",NA,NA
"9533",NA,NA
"9534",NA,NA
"9535",NA,NA
"9536",NA,NA
"9537",NA,NA
"9538",NA,NA
"9539",NA,NA
"9540",NA,NA
"9541",NA,NA
"9542",NA,NA
"9543",NA,NA
"9544",NA,NA
"9545",NA,NA
"9546",NA,NA
"9547",NA,NA
"9548",NA,NA
"9549",NA,NA
"9550",NA,NA
"9551",NA,NA
"9552",NA,NA
"9553",NA,NA
"9554",NA,NA
"9555",NA,NA
"9556",NA,NA
"9557",NA,NA
"9558",NA,NA
"9559",NA,NA
"9560",NA,NA
"9561",NA,NA
"9562",NA,NA
"9563",NA,NA
"9564",NA,NA
"9565",NA,NA
"9566",NA,NA
"9567",NA,NA
"9568",NA,NA
"9569",NA,NA
"9570",NA,NA
"9571",NA,NA
"9572",NA,NA
"9573",NA,NA
"9574",NA,NA
"9575",NA,NA
"9576",NA,NA
"9577",NA,NA
"9578",NA,NA
"9579",NA,NA
"9580",NA,NA
"9581",NA,NA
"9582",NA,NA
"9583",NA,NA
"9584",NA,NA
"9585",NA,NA
"9586",NA,NA
"9587",NA,NA
"9588",NA,NA
"9589",NA,NA
"9590",NA,NA
"9591",NA,NA
"9592",NA,NA
"9593",NA,NA
"9594",NA,NA
"9595",NA,NA
"9596",NA,NA
"9597",NA,NA
"9598",NA,NA
"9599",NA,NA
"9600",NA,NA
"9601",NA,NA
"9602",NA,NA
"9603",NA,NA
"9604",NA,NA
"9605",NA,NA
"9606",NA,NA
"9607",NA,NA
"9608",NA,NA
"9609",NA,NA
"9610",NA,NA
"9611",NA,NA
"9612",NA,NA
"9613",NA,NA
"9614",NA,NA
"9615",NA,NA
"9616",NA,NA
"9617",NA,NA
"9618",NA,NA
"9619",NA,NA
"9620",NA,NA
"9621",NA,NA
"9622",NA,NA
"9623",NA,NA
"9624",NA,NA
"9625",NA,NA
"9626",NA,NA
"9627",NA,NA
"9628",NA,NA
"9629",NA,NA
"9630",NA,NA
"9631",NA,NA
"9632",NA,NA
"9633",NA,NA
"9634",NA,NA
"9635",NA,NA
"9636",NA,NA
"9637",NA,NA
"9638",NA,NA
"9639",NA,NA
"9640",NA,NA
"9641",NA,NA
"9642",NA,NA
"9643",NA,NA
"9644",NA,NA
"9645",NA,NA
"9646",NA,NA
"9647",NA,NA
"9648",NA,NA
"9649",NA,NA
"9650",NA,NA
"9651",NA,NA
"9652",NA,NA
"9653",NA,NA
"9654",NA,NA
"9655",NA,NA
"9656",NA,NA
"9657",NA,NA
"9658",NA,NA
"9659",NA,NA
"9660",NA,NA
"9661",NA,NA
"9662",NA,NA
"9663",NA,NA
"9664",NA,NA
"9665",NA,NA
"9666",NA,NA
"9667",NA,NA
"9668",NA,NA
"9669",NA,NA
"9670",NA,NA
"9671",NA,NA
"9672",NA,NA
"9673",NA,NA
"9674",NA,NA
"9675",NA,NA
"9676",NA,NA
"9677",NA,NA
"9678",NA,NA
"9679",NA,NA
"9680",NA,NA
"9681",NA,NA
"9682",NA,NA
"9683",NA,NA
"9684",NA,NA
"9685",NA,NA
"9686",NA,NA
"9687",NA,NA
"9688",NA,NA
"9689",NA,NA
"9690",NA,NA
"9691",NA,NA
"9692",NA,NA
"9693",NA,NA
"9694",NA,NA
"9695",NA,NA
"9696",NA,NA
"9697",NA,NA
"9698",NA,NA
"9699",NA,NA
"9700",NA,NA
"9701",NA,NA
"9702",NA,NA
"9703",NA,NA
"9704",NA,NA
"9705",NA,NA
"9706",NA,NA
"9707",NA,NA
"9708",NA,NA
"9709",NA,NA
"9710",NA,NA
"9711",NA,NA
"9712",NA,NA
"9713",NA,NA
"9714",NA,NA
"9715",NA,NA
"9716",NA,NA
"9717",NA,NA
"9718",NA,NA
"9719",NA,NA
"9720",NA,NA
"9721",NA,NA
"9722",NA,NA
"9723",NA,NA
"9724",NA,NA
"9725",NA,NA
"9726",NA,NA
"9727",NA,NA
"9728",NA,NA
"9729",NA,NA
"9730",NA,NA
"9731",NA,NA
"9732",NA,NA
"9733",NA,NA
"9734",NA,NA
"9735",NA,NA
"9736",NA,NA
"9737",NA,NA
"9738",NA,NA
"9739",NA,NA
"9740",NA,NA
"9741",NA,NA
"9742",NA,NA
"9743",NA,NA
"9744",NA,NA
"9745",NA,NA
"9746",NA,NA
"9747",NA,NA
"9748",NA,NA
"9749",NA,NA
"9750",NA,NA
"9751",NA,NA
"9752",NA,NA
"9753",NA,NA
"9754",NA,NA
"9755",NA,NA
"9756",NA,NA
"9757",NA,NA
"9758",NA,NA
"9759",NA,NA
"9760",NA,NA
"9761",NA,NA
"9762",NA,NA
"9763",NA,NA
"9764",NA,NA
"9765",NA,NA
"9766",NA,NA
"9767",NA,NA
"9768",NA,NA
"9769",NA,NA
"9770",NA,NA
"9771",NA,NA
"9772",NA,NA
"9773",NA,NA
"9774",NA,NA
"9775",NA,NA
"9776",NA,NA
"9777",NA,NA
"9778",NA,NA
"9779",NA,NA
"9780",NA,NA
"9781",NA,NA
"9782",NA,NA
"9783",NA,NA
"9784",NA,NA
"9785",NA,NA
"9786",NA,NA
"9787",NA,NA
"9788",NA,NA
"9789",NA,NA
"9790",NA,NA
"9791",NA,NA
"9792",NA,NA
"9793",NA,NA
"9794",NA,NA
"9795",NA,NA
"9796",NA,NA
"9797",NA,NA
"9798",NA,NA
"9799",NA,NA
"9800",NA,NA
"9801",NA,NA
"9802",NA,NA
"9803",NA,NA
"9804",NA,NA
"9805",NA,NA
"9806",NA,NA
"9807",NA,NA
"9808",NA,NA
"9809",NA,NA
"9810",NA,NA
"9811",NA,NA
"9812",NA,NA
"9813",NA,NA
"9814",NA,NA
"9815",NA,NA
"9816",NA,NA
"9817",NA,NA
"9818",NA,NA
"9819",NA,NA
"9820",NA,NA
"9821",NA,NA
"9822",NA,NA
"9823",NA,NA
"9824",NA,NA
"9825",NA,NA
"9826",NA,NA
"9827",NA,NA
"9828",NA,NA
"9829",NA,NA
"9830",NA,NA
"9831",NA,NA
"9832",NA,NA
"9833",NA,NA
"9834",NA,NA
"9835",NA,NA
"9836",NA,NA
"9837",NA,NA
"9838",NA,NA
"9839",NA,NA
"9840",NA,NA
"9841",NA,NA
"9842",NA,NA
"9843",NA,NA
"9844",NA,NA
"9845",NA,NA
"9846",NA,NA
"9847",NA,NA
"9848",NA,NA
"9849",NA,NA
"9850",NA,NA
"9851",NA,NA
"9852",NA,NA
"9853",NA,NA
"9854",NA,NA
"9855",NA,NA
"9856",NA,NA
"9857",NA,NA
"9858",NA,NA
"9859",NA,NA
"9860",NA,NA
"9861",NA,NA
"9862",NA,NA
"9863",NA,NA
"9864",NA,NA
"9865",NA,NA
"9866",NA,NA
"9867",NA,NA
"9868",NA,NA
"9869",NA,NA
"9870",NA,NA
"9871",NA,NA
"9872",NA,NA
"9873",NA,NA
"9874",NA,NA
"9875",NA,NA
"9876",NA,NA
"9877",NA,NA
"9878",NA,NA
"9879",NA,NA
"9880",NA,NA
"9881",NA,NA
"9882",NA,NA
"9883",NA,NA
"9884",NA,NA
"9885",NA,NA
"9886",NA,NA
"9887",NA,NA
"9888",NA,NA
"9889",NA,NA
"9890",NA,NA
"9891",NA,NA
"9892",NA,NA
"9893",NA,NA
"9894",NA,NA
"9895",NA,NA
"9896",NA,NA
"9897",NA,NA
"9898",NA,NA
"9899",NA,NA
"9900",NA,NA
"9901",NA,NA
"9902",NA,NA
"9903",NA,NA
"9904",NA,NA
"9905",NA,NA
"9906",NA,NA
"9907",NA,NA
"9908",NA,NA
"9909",NA,NA
"9910",NA,NA
"9911",NA,NA
"9912",NA,NA
"9913",NA,NA
"9914",NA,NA
"9915",NA,NA
"9916",NA,NA
"9917",NA,NA
"9918",NA,NA
"9919",NA,NA
"9920",NA,NA
"9921",NA,NA
"9922",NA,NA
"9923",NA,NA
"9924",NA,NA
"9925",NA,NA
"9926",NA,NA
"9927",NA,NA
"9928",NA,NA
"9929",NA,NA
"9930",NA,NA
"9931",NA,NA
"9932",NA,NA
"9933",NA,NA
"9934",NA,NA
"9935",NA,NA
"9936",NA,NA
"9937",NA,NA
"9938",NA,NA
"9939",NA,NA
"9940",NA,NA
"9941",NA,NA
"9942",NA,NA
"9943",NA,NA
"9944",NA,NA
"9945",NA,NA
"9946",NA,NA
"9947",NA,NA
"9948",NA,NA
"9949",NA,NA
"9950",NA,NA
"9951",NA,NA
"9952",NA,NA
"9953",NA,NA
"9954",NA,NA
"9955",NA,NA
"9956",NA,NA
"9957",NA,NA
"9958",NA,NA
"9959",NA,NA
"9960",NA,NA
"9961",NA,NA
"9962",NA,NA
"9963",NA,NA
"9964",NA,NA
"9965",NA,NA
"9966",NA,NA
"9967",NA,NA
"9968",NA,NA
"9969",NA,NA
"9970",NA,NA
"9971",NA,NA
"9972",NA,NA
"9973",NA,NA
"9974",NA,NA
"9975",NA,NA
"9976",NA,NA
"9977",NA,NA
"9978",NA,NA
"9979",NA,NA
"9980",NA,NA
"9981",NA,NA
"9982",NA,NA
"9983",NA,NA
"9984",NA,NA
"9985",NA,NA
"9986",NA,NA
"9987",NA,NA
"9988",NA,NA
"9989",NA,NA
"9990",NA,NA
"9991",NA,NA
"9992",NA,NA
"9993",NA,NA
"9994",NA,NA
"9995",NA,NA
"9996",NA,NA
"9997",NA,NA
"9998",NA,NA
"9999",NA,NA
"10000",NA,NA
"10001",NA,NA
"10002",NA,NA
"10003",NA,NA
"10004",NA,NA
"10005",NA,NA
"10006",NA,NA
"10007",NA,NA
"10008",NA,NA
"10009",NA,NA
"10010",NA,NA
"10011",NA,NA
"10012",NA,NA
"10013",NA,NA
"10014",NA,NA
"10015",NA,NA
"10016",NA,NA
"10017",NA,NA
"10018",NA,NA
"10019",NA,NA
"10020",NA,NA
"10021",NA,NA
"10022",NA,NA
"10023",NA,NA
"10024",NA,NA
"10025",NA,NA
"10026",NA,NA
"10027",NA,NA
"10028",NA,NA
"10029",NA,NA
"10030",NA,NA
"10031",NA,NA
"10032",NA,NA
"10033",NA,NA
"10034",NA,NA
"10035",NA,NA
"10036",NA,NA
"10037",NA,NA
"10038",NA,NA
"10039",NA,NA
"10040",NA,NA
"10041",NA,NA
"10042",NA,NA
"10043",NA,NA
"10044",NA,NA
"10045",NA,NA
"10046",NA,NA
"10047",NA,NA
"10048",NA,NA
"10049",NA,NA
"10050",NA,NA
"10051",NA,NA
"10052",NA,NA
"10053",NA,NA
"10054",NA,NA
"10055",NA,NA
"10056",NA,NA
"10057",NA,NA
"10058",NA,NA
"10059",NA,NA
"10060",NA,NA
"10061",NA,NA
"10062",NA,NA
"10063",NA,NA
"10064",NA,NA
"10065",NA,NA
"10066",NA,NA
"10067",NA,NA
"10068",NA,NA
"10069",NA,NA
"10070",NA,NA
"10071",NA,NA
"10072",NA,NA
"10073",NA,NA
"10074",NA,NA
"10075",NA,NA
"10076",NA,NA
"10077",NA,NA
"10078",NA,NA
"10079",NA,NA
"10080",NA,NA
"10081",NA,NA
"10082",NA,NA
"10083",NA,NA
"10084",NA,NA
"10085",NA,NA
"10086",NA,NA
"10087",NA,NA
"10088",NA,NA
"10089",NA,NA
"10090",NA,NA
"10091",NA,NA
"10092",NA,NA
"10093",NA,NA
"10094",NA,NA
"10095",NA,NA
"10096",NA,NA
"10097",NA,NA
"10098",NA,NA
"10099",NA,NA
"10100",NA,NA
"10101",NA,NA
"10102",NA,NA
"10103",NA,NA
"10104",NA,NA
"10105",NA,NA
"10106",NA,NA
"10107",NA,NA
"10108",NA,NA
"10109",NA,NA
"10110",NA,NA
"10111",NA,NA
"10112",NA,NA
"10113",NA,NA
"10114",NA,NA
"10115",NA,NA
"10116",NA,NA
"10117",NA,NA
"10118",NA,NA
"10119",NA,NA
"10120",NA,NA
"10121",NA,NA
"10122",NA,NA
"10123",NA,NA
"10124",NA,NA
"10125",NA,NA
"10126",NA,NA
"10127",NA,NA
"10128",NA,NA
"10129",NA,NA
"10130",NA,NA
"10131",NA,NA
"10132",NA,NA
"10133",NA,NA
"10134",NA,NA
"10135",NA,NA
"10136",NA,NA
"10137",NA,NA
"10138",NA,NA
"10139",NA,NA
"10140",NA,NA
"10141",NA,NA
"10142",NA,NA
"10143",NA,NA
"10144",NA,NA
"10145",NA,NA
"10146",NA,NA
"10147",NA,NA
"10148",NA,NA
"10149",NA,NA
"10150",NA,NA
"10151",NA,NA
"10152",NA,NA
"10153",NA,NA
"10154",NA,NA
"10155",NA,NA
"10156",NA,NA
"10157",NA,NA
"10158",NA,NA
"10159",NA,NA
"10160",NA,NA
"10161",NA,NA
"10162",NA,NA
"10163",NA,NA
"10164",NA,NA
"10165",NA,NA
"10166",NA,NA
"10167",NA,NA
"10168",NA,NA
"10169",NA,NA
"10170",NA,NA
"10171",NA,NA
"10172",NA,NA
"10173",NA,NA
"10174",NA,NA
"10175",NA,NA
"10176",NA,NA
"10177",NA,NA
"10178",NA,NA
"10179",NA,NA
"10180",NA,NA
"10181",NA,NA
"10182",NA,NA
"10183",NA,NA
"10184",NA,NA
"10185",NA,NA
"10186",NA,NA
"10187",NA,NA
"10188",NA,NA
"10189",NA,NA
"10190",NA,NA
"10191",NA,NA
"10192",NA,NA
"10193",NA,NA
"10194",NA,NA
"10195",NA,NA
"10196",NA,NA
"10197",NA,NA
"10198",NA,NA
"10199",NA,NA
"10200",NA,NA
"10201",NA,NA
"10202",NA,NA
"10203",NA,NA
"10204",NA,NA
"10205",NA,NA
"10206",NA,NA
"10207",NA,NA
"10208",NA,NA
"10209",NA,NA
"10210",NA,NA
"10211",NA,NA
"10212",NA,NA
"10213",NA,NA
"10214",NA,NA
"10215",NA,NA
"10216",NA,NA
"10217",NA,NA
"10218",NA,NA
"10219",NA,NA
"10220",NA,NA
"10221",NA,NA
"10222",NA,NA
"10223",NA,NA
"10224",NA,NA
"10225",NA,NA
"10226",NA,NA
"10227",NA,NA
"10228",NA,NA
"10229",NA,NA
"10230",NA,NA
"10231",NA,NA
"10232",NA,NA
"10233",NA,NA
"10234",NA,NA
"10235",NA,NA
"10236",NA,NA
"10237",NA,NA
"10238",NA,NA
"10239",NA,NA
"10240",NA,NA
"10241",NA,NA
"10242",NA,NA
"10243",NA,NA
"10244",NA,NA
"10245",NA,NA
"10246",NA,NA
"10247",NA,NA
"10248",NA,NA
"10249",NA,NA
"10250",NA,NA
"10251",NA,NA
"10252",NA,NA
"10253",NA,NA
"10254",NA,NA
"10255",NA,NA
"10256",NA,NA
"10257",NA,NA
"10258",NA,NA
"10259",NA,NA
"10260",NA,NA
"10261",NA,NA
"10262",NA,NA
"10263",NA,NA
"10264",NA,NA
"10265",NA,NA
"10266",NA,NA
"10267",NA,NA
"10268",NA,NA
"10269",NA,NA
"10270",NA,NA
"10271",NA,NA
"10272",NA,NA
"10273",NA,NA
"10274",NA,NA
"10275",NA,NA
"10276",NA,NA
"10277",NA,NA
"10278",NA,NA
"10279",NA,NA
"10280",NA,NA
"10281",NA,NA
"10282",NA,NA
"10283",NA,NA
"10284",NA,NA
"10285",NA,NA
"10286",NA,NA
"10287",NA,NA
"10288",NA,NA
"10289",NA,NA
"10290",NA,NA
"10291",NA,NA
"10292",NA,NA
"10293",NA,NA
"10294",NA,NA
"10295",NA,NA
"10296",NA,NA
"10297",NA,NA
"10298",NA,NA
"10299",NA,NA
"10300",NA,NA
"10301",NA,NA
"10302",NA,NA
"10303",NA,NA
"10304",NA,NA
"10305",NA,NA
"10306",NA,NA
"10307",NA,NA
"10308",NA,NA
"10309",NA,NA
"10310",NA,NA
"10311",NA,NA
"10312",NA,NA
"10313",NA,NA
"10314",NA,NA
"10315",NA,NA
"10316",NA,NA
"10317",NA,NA
"10318",NA,NA
"10319",NA,NA
"10320",NA,NA
"10321",NA,NA
"10322",NA,NA
"10323",NA,NA
"10324",NA,NA
"10325",NA,NA
"10326",NA,NA
"10327",NA,NA
"10328",NA,NA
"10329",NA,NA
"10330",NA,NA
"10331",NA,NA
"10332",NA,NA
"10333",NA,NA
"10334",NA,NA
"10335",NA,NA
"10336",NA,NA
"10337",NA,NA
"10338",NA,NA
"10339",NA,NA
"10340",NA,NA
"10341",NA,NA
"10342",NA,NA
"10343",NA,NA
"10344",NA,NA
"10345",NA,NA
"10346",NA,NA
"10347",NA,NA
"10348",NA,NA
"10349",NA,NA
"10350",NA,NA
"10351",NA,NA
"10352",NA,NA
"10353",NA,NA
"10354",NA,NA
"10355",NA,NA
"10356",NA,NA
"10357",NA,NA
"10358",NA,NA
"10359",NA,NA
"10360",NA,NA
"10361",NA,NA
"10362",NA,NA
"10363",NA,NA
"10364",NA,NA
"10365",NA,NA
"10366",NA,NA
"10367",NA,NA
"10368",NA,NA
"10369",NA,NA
"10370",NA,NA
"10371",NA,NA
"10372",NA,NA
"10373",NA,NA
"10374",NA,NA
"10375",NA,NA
"10376",NA,NA
"10377",NA,NA
"10378",NA,NA
"10379",NA,NA
"10380",NA,NA
"10381",NA,NA
"10382",NA,NA
"10383",NA,NA
"10384",NA,NA
"10385",NA,NA
"10386",NA,NA
"10387",NA,NA
"10388",NA,NA
"10389",NA,NA
"10390",NA,NA
"10391",NA,NA
"10392",NA,NA
"10393",NA,NA
"10394",NA,NA
"10395",NA,NA
"10396",NA,NA
"10397",NA,NA
"10398",NA,NA
"10399",NA,NA
"10400",NA,NA
"10401",NA,NA
"10402",NA,NA
"10403",NA,NA
"10404",NA,NA
"10405",NA,NA
"10406",NA,NA
"10407",NA,NA
"10408",NA,NA
"10409",NA,NA
"10410",NA,NA
"10411",NA,NA
"10412",NA,NA
"10413",NA,NA
"10414",NA,NA
"10415",NA,NA
"10416",NA,NA
"10417",NA,NA
"10418",NA,NA
"10419",NA,NA
"10420",NA,NA
"10421",NA,NA
"10422",NA,NA
"10423",NA,NA
"10424",NA,NA
"10425",NA,NA
"10426",NA,NA
"10427",NA,NA
"10428",NA,NA
"10429",NA,NA
"10430",NA,NA
"10431",NA,NA
"10432",NA,NA
"10433",NA,NA
"10434",NA,NA
"10435",NA,NA
"10436",NA,NA
"10437",NA,NA
"10438",NA,NA
"10439",NA,NA
"10440",NA,NA
"10441",NA,NA
"10442",NA,NA
"10443",NA,NA
"10444",NA,NA
"10445",NA,NA
"10446",NA,NA
"10447",NA,NA
"10448",NA,NA
"10449",NA,NA
"10450",NA,NA
"10451",NA,NA
"10452",NA,NA
"10453",NA,NA
"10454",NA,NA
"10455",NA,NA
"10456",NA,NA
"10457",NA,NA
"10458",NA,NA
"10459",NA,NA
"10460",NA,NA
"10461",NA,NA
"10462",NA,NA
"10463",NA,NA
"10464",NA,NA
"10465",NA,NA
"10466",NA,NA
"10467",NA,NA
"10468",NA,NA
"10469",NA,NA
"10470",NA,NA
"10471",NA,NA
"10472",NA,NA
"10473",NA,NA
"10474",NA,NA
"10475",NA,NA
"10476",NA,NA
"10477",NA,NA
"10478",NA,NA
"10479",NA,NA
"10480",NA,NA
"10481",NA,NA
"10482",NA,NA
"10483",NA,NA
"10484",NA,NA
"10485",NA,NA
"10486",NA,NA
"10487",NA,NA
"10488",NA,NA
"10489",NA,NA
"10490",NA,NA
"10491",NA,NA
"10492",NA,NA
"10493",NA,NA
"10494",NA,NA
"10495",NA,NA
"10496",NA,NA
"10497",NA,NA
"10498",NA,NA
"10499",NA,NA
"10500",NA,NA
"10501",NA,NA
"10502",NA,NA
"10503",NA,NA
"10504",NA,NA
"10505",NA,NA
"10506",NA,NA
"10507",NA,NA
"10508",NA,NA
"10509",NA,NA
"10510",NA,NA
"10511",NA,NA
"10512",NA,NA
"10513",NA,NA
"10514",NA,NA
"10515",NA,NA
"10516",NA,NA
"10517",NA,NA
"10518",NA,NA
"10519",NA,NA
"10520",NA,NA
"10521",NA,NA
"10522",NA,NA
"10523",NA,NA
"10524",NA,NA
"10525",NA,NA
"10526",NA,NA
"10527",NA,NA
"10528",NA,NA
"10529",NA,NA
"10530",NA,NA
"10531",NA,NA
"10532",NA,NA
"10533",NA,NA
"10534",NA,NA
"10535",NA,NA
"10536",NA,NA
"10537",NA,NA
"10538",NA,NA
"10539",NA,NA
"10540",NA,NA
"10541",NA,NA
"10542",NA,NA
"10543",NA,NA
"10544",NA,NA
"10545",NA,NA
"10546",NA,NA
"10547",NA,NA
"10548",NA,NA
"10549",NA,NA
"10550",NA,NA
"10551",NA,NA
"10552",NA,NA
"10553",NA,NA
"10554",NA,NA
"10555",NA,NA
"10556",NA,NA
"10557",NA,NA
"10558",NA,NA
"10559",NA,NA
"10560",NA,NA
"10561",NA,NA
